Episode,Step,StepReward,TotalReward,ActionGas,ActionSteer
0,1190,-0.00629,-0.0366,-0.24,-0.19
0,1191,-0.00674,-0.0433,-0.08,0.07
0,1192,-0.00565,-0.0490,-0.08,0.07
0,1193,-0.00527,-0.0542,-0.08,0.07
0,1194,-0.00528,-0.0595,-0.08,0.07
0,1195,-0.00527,-0.0648,-0.08,0.07
0,1196,-0.00599,-0.0708,-0.27,-0.45
0,1197,-0.00593,-0.0767,-0.27,-0.45
0,1198,-0.00660,-0.0833,-0.27,-0.45
0,1199,-0.00717,-0.0905,-0.27,-0.45
0,1200,-0.00719,-0.0977,-0.27,-0.45
0,1201,-0.00835,-0.1060,0.27,0.15
0,1202,-0.00581,-0.1118,0.27,0.15
0,1203,-0.00438,-0.1162,0.27,0.15
0,1204,-0.00295,-0.1192,0.27,0.15
0,1205,-0.00151,-0.1207,0.27,0.15
0,1206,-0.00048,-0.1211,-0.03,0.04
0,1207,-0.00069,-0.1218,-0.03,0.04
0,1208,-0.00146,-0.1233,-0.03,0.04
0,1209,-0.00197,-0.1253,-0.03,0.04
0,1210,-0.00197,-0.1272,-0.03,0.04
0,1211,-0.00215,-0.1294,0.13,0.06
0,1212,-0.00056,-0.1299,0.13,0.06
0,1213,0.00088,-0.1291,0.13,0.06
0,1214,0.00136,-0.1277,0.13,0.06
0,1215,0.00135,-0.1264,0.13,0.06
0,1216,0.00097,-0.1254,-0.18,0.00
0,1217,-0.00008,-0.1255,-0.18,0.00
0,1218,-0.00152,-0.1270,-0.18,0.00
0,1219,-0.00295,-0.1299,-0.18,0.00
0,1220,-0.00439,-0.1343,-0.18,0.00
0,1221,-0.00585,-0.1402,0.10,0.09
0,1222,-0.00405,-0.1442,0.10,0.09
0,1223,-0.00261,-0.1468,0.10,0.09
0,1224,-0.00117,-0.1480,0.10,0.09
0,1225,0.00027,-0.1477,0.10,0.09
0,1226,0.00127,-0.1464,0.09,0.02
0,1227,0.00133,-0.1451,0.09,0.02
0,1228,0.00133,-0.1438,0.09,0.02
0,1229,0.00133,-0.1424,0.09,0.02
0,1230,0.00132,-0.1411,0.09,0.02
0,1231,0.00056,-0.1406,0.24,-0.58
0,1232,0.00208,-0.1385,0.24,-0.58
0,1233,0.00283,-0.1357,0.24,-0.58
0,1234,0.00357,-0.1321,0.24,-0.58
0,1235,0.00367,-0.1284,0.24,-0.58
0,1236,0.00251,-0.1259,-0.25,0.12
0,1237,0.00227,-0.1236,-0.25,0.12
0,1238,0.00087,-0.1228,-0.25,0.12
0,1239,-0.00053,-0.1233,-0.25,0.12
0,1240,-0.00193,-0.1252,-0.25,0.12
0,1241,-0.00375,-0.1290,-0.01,0.28
0,1242,-0.00343,-0.1324,-0.01,0.28
0,1243,-0.00354,-0.1359,-0.01,0.28
0,1244,-0.00350,-0.1394,-0.01,0.28
0,1245,-0.00289,-0.1423,-0.01,0.28
0,1246,-0.00229,-0.1446,0.04,0.32
0,1247,-0.00224,-0.1469,0.04,0.32
0,1248,-0.00220,-0.1491,0.04,0.32
0,1249,-0.00224,-0.1513,0.04,0.32
0,1250,-0.00222,-0.1535,0.04,0.32
0,1251,-0.00298,-0.1565,0.21,-0.25
0,1252,-0.00153,-0.1580,0.21,-0.25
0,1253,-0.00076,-0.1588,0.21,-0.25
0,1254,-0.00005,-0.1588,0.21,-0.25
0,1255,0.00071,-0.1581,0.21,-0.25
0,1256,0.00108,-0.1571,0.05,-0.05
0,1257,0.00056,-0.1565,0.05,-0.05
0,1258,-0.00003,-0.1565,0.05,-0.05
0,1259,-0.00025,-0.1568,0.05,-0.05
0,1260,-0.00026,-0.1570,0.05,-0.05
0,1261,-0.00051,-0.1575,-0.15,-0.10
0,1262,-0.00164,-0.1592,-0.15,-0.10
0,1263,-0.00297,-0.1621,-0.15,-0.10
0,1264,-0.00403,-0.1662,-0.15,-0.10
0,1265,-0.00479,-0.1710,-0.15,-0.10
0,1266,-0.00564,-0.1766,0.12,-0.01
0,1267,-0.00392,-0.1805,0.12,-0.01
0,1268,-0.00255,-0.1831,0.12,-0.01
0,1269,-0.00115,-0.1842,0.12,-0.01
0,1270,0.00020,-0.1840,0.12,-0.01
0,1271,0.00046,-0.1835,-0.23,0.39
0,1272,-0.00019,-0.1837,-0.23,0.39
0,1273,-0.00156,-0.1853,-0.23,0.39
0,1274,-0.00290,-0.1882,-0.23,0.39
0,1275,-0.00429,-0.1925,-0.23,0.39
0,1276,-0.00563,-0.1981,-0.13,0.33
0,1277,-0.00514,-0.2032,-0.13,0.33
0,1278,-0.00454,-0.2078,-0.13,0.33
0,1279,-0.00430,-0.2121,-0.13,0.33
0,1280,-0.00429,-0.2164,-0.13,0.33
0,1281,-0.00503,-0.2214,-0.39,-0.11
0,1282,-0.00484,-0.2262,-0.39,-0.11
0,1283,-0.00545,-0.2317,-0.39,-0.11
0,1284,-0.00610,-0.2378,-0.39,-0.11
0,1285,-0.00662,-0.2444,-0.39,-0.11
0,1286,-0.00702,-0.2514,-0.01,-0.12
0,1287,-0.00523,-0.2567,-0.01,-0.12
0,1288,-0.00383,-0.2605,-0.01,-0.12
0,1289,-0.00250,-0.2630,-0.01,-0.12
0,1290,-0.00199,-0.2650,-0.01,-0.12
0,1291,-0.00245,-0.2674,0.08,0.25
0,1292,-0.00134,-0.2688,0.08,0.25
0,1293,-0.00068,-0.2695,0.08,0.25
0,1294,-0.00047,-0.2699,0.08,0.25
0,1295,-0.00048,-0.2704,0.08,0.25
0,1296,-0.00092,-0.2713,0.00,-0.11
0,1297,-0.00116,-0.2725,0.00,-0.11
0,1298,-0.00181,-0.2743,0.00,-0.11
0,1299,-0.00202,-0.2763,0.00,-0.11
0,1300,-0.00202,-0.2783,0.00,-0.11
0,1301,-0.00222,-0.2806,0.19,-0.09
0,1302,-0.00061,-0.2812,0.19,-0.09
0,1303,0.00078,-0.2804,0.19,-0.09
0,1304,0.00161,-0.2788,0.19,-0.09
0,1305,0.00160,-0.2772,0.19,-0.09
0,1306,0.00126,-0.2759,0.18,0.23
0,1307,0.00186,-0.2741,0.18,0.23
0,1308,0.00186,-0.2722,0.18,0.23
0,1309,0.00184,-0.2704,0.18,0.23
0,1310,0.00182,-0.2686,0.18,0.23
0,1311,0.00167,-0.2669,0.11,0.18
0,1312,0.00116,-0.2657,0.11,0.18
0,1313,0.00112,-0.2646,0.11,0.18
0,1314,0.00109,-0.2635,0.11,0.18
0,1315,0.00102,-0.2625,0.11,0.18
0,1316,0.00076,-0.2617,-0.06,0.14
0,1317,-0.00031,-0.2620,-0.06,0.14
0,1318,-0.00158,-0.2636,-0.06,0.14
0,1319,-0.00247,-0.2661,-0.06,0.14
0,1320,-0.00320,-0.2693,-0.06,0.14
0,1321,-0.00409,-0.2734,-0.16,-0.20
0,1322,-0.00420,-0.2776,-0.16,-0.20
0,1323,-0.00478,-0.2824,-0.16,-0.20
0,1324,-0.00536,-0.2877,-0.16,-0.20
0,1325,-0.00536,-0.2931,-0.16,-0.20
0,1326,-0.00552,-0.2986,-0.16,-0.29
0,1327,-0.00562,-0.3042,-0.16,-0.29
0,1328,-0.00564,-0.3099,-0.16,-0.29
0,1329,-0.00571,-0.3156,-0.16,-0.29
0,1330,-0.00571,-0.3213,-0.16,-0.29
0,1331,-0.00599,-0.3273,-0.10,-0.46
0,1332,-0.00497,-0.3323,-0.10,-0.46
0,1333,-0.00424,-0.3365,-0.10,-0.46
0,1334,-0.00400,-0.3405,-0.10,-0.46
0,1335,-0.00401,-0.3445,-0.10,-0.46
0,1336,-0.00557,-0.3501,-0.61,0.58
0,1337,-0.00426,-0.3543,-0.61,0.58
0,1338,-0.00502,-0.3594,-0.61,0.58
0,1339,-0.00579,-0.3652,-0.61,0.58
0,1340,-0.00656,-0.3717,-0.61,0.58
0,1341,-0.00876,-0.3805,0.34,0.09
0,1342,-0.00595,-0.3864,0.34,0.09
0,1343,-0.00453,-0.3910,0.34,0.09
0,1344,-0.00312,-0.3941,0.34,0.09
0,1345,-0.00169,-0.3958,0.34,0.09
0,1346,-0.00153,-0.3973,-0.23,-0.60
0,1347,-0.00089,-0.3982,-0.23,-0.60
0,1348,-0.00155,-0.3997,-0.23,-0.60
0,1349,-0.00220,-0.4019,-0.23,-0.60
0,1350,-0.00286,-0.4048,-0.23,-0.60
0,1351,-0.00452,-0.4093,-0.49,0.15
0,1352,-0.00458,-0.4139,-0.49,0.15
0,1353,-0.00535,-0.4192,-0.49,0.15
0,1354,-0.00612,-0.4254,-0.49,0.15
0,1355,-0.00682,-0.4322,-0.49,0.15
0,1356,-0.00742,-0.4396,-0.07,0.33
0,1357,-0.00538,-0.4450,-0.07,0.33
0,1358,-0.00426,-0.4492,-0.07,0.33
0,1359,-0.00376,-0.4530,-0.07,0.33
0,1360,-0.00377,-0.4568,-0.07,0.33
0,1361,-0.00410,-0.4609,-0.07,-0.01
0,1362,-0.00446,-0.4653,-0.07,-0.01
0,1363,-0.00513,-0.4705,-0.07,-0.01
0,1364,-0.00536,-0.4758,-0.07,-0.01
0,1365,-0.00536,-0.4812,-0.07,-0.01
0,1366,-0.00560,-0.4868,0.11,0.06
0,1367,-0.00390,-0.4907,0.11,0.06
0,1368,-0.00246,-0.4932,0.11,0.06
0,1369,-0.00102,-0.4942,0.11,0.06
0,1370,0.00043,-0.4937,0.11,0.06
0,1371,0.00096,-0.4928,0.31,-0.13
0,1372,0.00242,-0.4904,0.31,-0.13
0,1373,0.00281,-0.4876,0.31,-0.13
0,1374,0.00280,-0.4847,0.31,-0.13
0,1375,0.00280,-0.4820,0.31,-0.13
0,1376,0.00214,-0.4798,0.40,0.43
0,1377,0.00271,-0.4771,0.40,0.43
0,1378,0.00295,-0.4742,0.40,0.43
0,1379,0.00310,-0.4711,0.40,0.43
0,1380,0.00308,-0.4680,0.40,0.43
0,1381,0.00203,-0.4660,0.38,-0.57
0,1382,0.00311,-0.4628,0.38,-0.57
0,1383,0.00320,-0.4596,0.38,-0.57
0,1384,0.00346,-0.4562,0.38,-0.57
0,1385,0.00365,-0.4525,0.38,-0.57
0,1386,0.00298,-0.4496,0.11,-0.19
0,1387,0.00290,-0.4466,0.11,-0.19
0,1388,0.00215,-0.4445,0.11,-0.19
0,1389,0.00140,-0.4431,0.11,-0.19
0,1390,0.00118,-0.4419,0.11,-0.19
0,1391,0.00053,-0.4414,-0.38,-0.33
0,1392,-0.00019,-0.4416,-0.38,-0.33
0,1393,-0.00152,-0.4431,-0.38,-0.33
0,1394,-0.00285,-0.4459,-0.38,-0.33
0,1395,-0.00422,-0.4502,-0.38,-0.33
0,1396,-0.00627,-0.4564,0.38,-0.11
0,1397,-0.00399,-0.4604,0.38,-0.11
0,1398,-0.00262,-0.4630,0.38,-0.11
0,1399,-0.00127,-0.4643,0.38,-0.11
0,1400,0.00003,-0.4643,0.38,-0.11
0,1401,0.00093,-0.4633,0.01,-0.03
0,1402,0.00001,-0.4633,0.01,-0.03
0,1403,-0.00133,-0.4647,0.01,-0.03
0,1404,-0.00198,-0.4667,0.01,-0.03
0,1405,-0.00202,-0.4687,0.01,-0.03
0,1406,-0.00217,-0.4708,-0.03,-0.18
0,1407,-0.00258,-0.4734,-0.03,-0.18
0,1408,-0.00322,-0.4766,-0.03,-0.18
0,1409,-0.00340,-0.4800,-0.03,-0.18
0,1410,-0.00344,-0.4835,-0.03,-0.18
0,1411,-0.00365,-0.4871,-0.25,-0.18
0,1412,-0.00476,-0.4919,-0.25,-0.18
0,1413,-0.00602,-0.4979,-0.25,-0.18
0,1414,-0.00654,-0.5044,-0.25,-0.18
0,1415,-0.00654,-0.5110,-0.25,-0.18
0,1416,-0.00714,-0.5181,-0.45,0.20
0,1417,-0.00670,-0.5248,-0.45,0.20
0,1418,-0.00676,-0.5316,-0.45,0.20
0,1419,-0.00678,-0.5383,-0.45,0.20
0,1420,-0.00679,-0.5451,-0.45,0.20
0,1421,-0.00834,-0.5535,0.47,-0.43
0,1422,-0.00538,-0.5588,0.47,-0.43
0,1423,-0.00397,-0.5628,0.47,-0.43
0,1424,-0.00255,-0.5654,0.47,-0.43
0,1425,-0.00113,-0.5665,0.47,-0.43
0,1426,-0.00047,-0.5670,0.36,0.13
0,1427,0.00161,-0.5653,0.36,0.13
0,1428,0.00263,-0.5627,0.36,0.13
0,1429,0.00261,-0.5601,0.36,0.13
0,1430,0.00258,-0.5575,0.36,0.13
0,1431,0.00149,-0.5560,-0.34,0.49
0,1432,0.00116,-0.5549,-0.34,0.49
0,1433,-0.00023,-0.5551,-0.34,0.49
0,1434,-0.00161,-0.5567,-0.34,0.49
0,1435,-0.00298,-0.5597,-0.34,0.49
0,1436,-0.00467,-0.5644,-0.17,0.34
0,1437,-0.00575,-0.5701,-0.17,0.34
0,1438,-0.00623,-0.5764,-0.17,0.34
0,1439,-0.00624,-0.5826,-0.17,0.34
0,1440,-0.00625,-0.5889,-0.17,0.34
0,1441,-0.00664,-0.5955,0.06,0.49
0,1442,-0.00486,-0.6004,0.06,0.49
0,1443,-0.00397,-0.6043,0.06,0.49
0,1444,-0.00333,-0.6077,0.06,0.49
0,1445,-0.00268,-0.6103,0.06,0.49
0,1446,-0.00229,-0.6126,0.18,0.36
0,1447,-0.00067,-0.6133,0.18,0.36
0,1448,0.00013,-0.6132,0.18,0.36
0,1449,0.00086,-0.6123,0.18,0.36
0,1450,0.00159,-0.6107,0.18,0.36
0,1451,0.00121,-0.6095,0.32,-0.35
0,1452,0.00218,-0.6073,0.32,-0.35
0,1453,0.00262,-0.6047,0.32,-0.35
0,1454,0.00289,-0.6018,0.32,-0.35
0,1455,0.00286,-0.5989,0.32,-0.35
0,1456,0.00190,-0.5970,0.12,0.41
0,1457,0.00266,-0.5944,0.12,0.41
0,1458,0.00184,-0.5925,0.12,0.41
0,1459,0.00109,-0.5915,0.12,0.41
0,1460,0.00034,-0.5911,0.12,0.41
0,1461,-0.00063,-0.5918,-0.16,0.25
0,1462,-0.00147,-0.5932,-0.16,0.25
0,1463,-0.00273,-0.5960,-0.16,0.25
0,1464,-0.00398,-0.5999,-0.16,0.25
0,1465,-0.00462,-0.6046,-0.16,0.25
0,1466,-0.00579,-0.6103,-0.07,-0.25
0,1467,-0.00483,-0.6152,-0.07,-0.25
0,1468,-0.00414,-0.6193,-0.07,-0.25
0,1469,-0.00344,-0.6228,-0.07,-0.25
0,1470,-0.00332,-0.6261,-0.07,-0.25
0,1471,-0.00342,-0.6295,-0.05,-0.27
0,1472,-0.00339,-0.6329,-0.05,-0.27
0,1473,-0.00340,-0.6363,-0.05,-0.27
0,1474,-0.00341,-0.6397,-0.05,-0.27
0,1475,-0.00341,-0.6431,-0.05,-0.27
0,1476,-0.00351,-0.6466,-0.07,-0.21
0,1477,-0.00342,-0.6500,-0.07,-0.21
0,1478,-0.00343,-0.6535,-0.07,-0.21
0,1479,-0.00344,-0.6569,-0.07,-0.21
0,1480,-0.00344,-0.6604,-0.07,-0.21
0,1481,-0.00437,-0.6647,0.30,0.34
0,1482,-0.00208,-0.6668,0.30,0.34
0,1483,-0.00071,-0.6675,0.30,0.34
0,1484,0.00016,-0.6674,0.30,0.34
0,1485,0.00077,-0.6666,0.30,0.34
0,1486,0.00080,-0.6658,0.41,0.80
0,1487,0.00122,-0.6646,0.41,0.80
0,1488,0.00110,-0.6635,0.41,0.80
0,1489,0.00138,-0.6621,0.41,0.80
0,1490,0.00181,-0.6603,0.41,0.80
0,1491,0.00034,-0.6599,-0.12,-0.05
0,1492,0.00036,-0.6596,-0.12,-0.05
0,1493,-0.00094,-0.6605,-0.12,-0.05
0,1494,-0.00174,-0.6623,-0.12,-0.05
0,1495,-0.00228,-0.6645,-0.12,-0.05
0,1496,-0.00305,-0.6676,-0.25,0.07
0,1497,-0.00406,-0.6717,-0.25,0.07
0,1498,-0.00472,-0.6764,-0.25,0.07
0,1499,-0.00527,-0.6816,-0.25,0.07
0,1500,-0.00585,-0.6875,-0.25,0.07
1,1,-5.05264,-5.0526,-0.48,-0.16
1,2,-0.00346,-5.0561,-0.48,-0.16
1,3,-0.00493,-5.0610,-0.48,-0.16
1,4,-0.00620,-5.0672,-0.48,-0.16
1,5,-0.00695,-5.0742,-0.48,-0.16
1,6,-0.00841,-5.0826,0.29,0.54
1,7,-0.00544,-5.0880,0.29,0.54
1,8,-0.00397,-5.0920,0.29,0.54
1,9,-0.00251,-5.0945,0.29,0.54
1,10,-0.00105,-5.0956,0.29,0.54
1,11,-0.00078,-5.0964,0.46,-0.49
1,12,0.00186,-5.0945,0.46,-0.49
1,13,0.00280,-5.0917,0.46,-0.49
1,14,0.00349,-5.0882,0.46,-0.49
1,15,0.00349,-5.0847,0.46,-0.49
1,16,0.00223,-5.0825,0.21,0.51
1,17,0.00357,-5.0789,0.21,0.51
1,18,0.00363,-5.0753,0.21,0.51
1,19,0.00335,-5.0719,0.21,0.51
1,20,0.00335,-5.0686,0.21,0.51
1,21,0.00159,-5.0670,0.81,-0.65
1,22,0.00330,-5.0637,0.81,-0.65
1,23,0.00324,-5.0605,0.81,-0.65
1,24,0.00353,-5.0569,0.81,-0.65
1,25,0.00396,-5.0530,0.81,-0.65
1,26,0.00370,-5.0493,0.75,-0.45
1,27,0.00337,-5.0459,0.75,-0.45
1,28,0.00337,-5.0425,0.75,-0.45
1,29,0.00336,-5.0392,0.75,-0.45
1,30,0.00336,-5.0358,0.75,-0.45
1,31,0.00279,-5.0330,0.37,-0.27
1,32,0.00285,-5.0302,0.37,-0.27
1,33,0.00284,-5.0273,0.37,-0.27
1,34,0.00284,-5.0245,0.37,-0.27
1,35,0.00284,-5.0217,0.37,-0.27
1,36,0.00231,-5.0194,0.83,-0.20
1,37,0.00278,-5.0166,0.83,-0.20
1,38,0.00278,-5.0138,0.83,-0.20
1,39,0.00277,-5.0110,0.83,-0.20
1,40,0.00277,-5.0083,0.83,-0.20
